Services-ID,Title,Is this service open?,Service type,Same phone number as organization?,Phone number,Level of service,Is this service a hotline?,Is this service an advice desk or walk-in clinic?,Average volume for this service,Same hours as location,Service availability,Is this location open at least weekly,Hours of operation,Dates and hours,Same holidays as location,Holiday schedule,Geolocation,Same income eligibility as location,Income eligibility and fees,Flat fee description,Sliding scale fees description,Max percentage of income standard,Amenities offered,Navigator availability,Is printing free for legal self-help center users?,Printing costs,Is scanning free for legal self-help center users?,Scanning costs,Is this service limited to specific populations?,An individual must be one of these to qualify,Featured content,Application process,Application form link,Process for applying by email,Process for applying by phone,Process for applying online,Process for walk-ins,Maximum callbacks per intake slot,Callback slots per applicant,Service is delivered,Website address,Organization ID,Location ID
29856,Help for homeowners,No,Direct representation,Yes,(312) 341-1070,"Extended representation

    Brief services

    Advice",No,,100clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 8:00-16:30  Tuesday: 8:00-16:30  Wednesday: 8:00-16:30  Thursday: 8:00-16:30  Friday: 8:00-16:30  Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.879623, -87.628479",No,Free to eligible persons/entities,,,80%,,,,,,,No,,,"Telephone

    Online through IllinoisLegalAid.org",,,Book a callback.,,,,,"In Person

    Phone",,25231,27106
29846,Eviction defense help desk - Skokie,Yes,Direct representation,Yes,(312) 341-1070,"Brief services

    Advice",No,Yes,50clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: Closed Tuesday: Closed Wednesday: Closed Thursday: Closed Friday: 9:00-12:00  Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Day","Geolocation is 42.034146, -87.756196",No,Free to everyone,,,,,,,,,,No,,,Walk-in,,,,,"First come, first served. Clinic attorney is located in back of courtroom.",,,In Person,,25231,26126
29836,Eviction defense help desk - Markham,No,Direct representation,Yes,(312) 341-1070,"Brief services

    Advice",No,Yes,100clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-12:00  Tuesday: 9:00-12:00  Wednesday: 9:00-12:00  Thursday: 9:00-12:00  Friday: 9:00-12:00  Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Day","Geolocation is 41.608419, -87.666114",Yes,Free to everyone,,,,,,,,,,No,,,Walk-in,,,,,"First come, first served.",,,In Person,,25231,26111
29821,Comprehensive legal assistance for survivors project (CLASP) - Southwest,No,Direct representation,No,(708) 995-3797,"Extended representation

    Brief services

    Advice",No,,8clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-16:00  Tuesday: 9:00-16:00  Wednesday: 9:00-16:00  Thursday: 9:00-16:00  Friday: Closed Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.727067, -87.828588",Yes,Free to everyone,,,,,,,,,,Yes,"a survivor of abuse or crime (domestic violence, trafficking, sexual assault, gun violence)",,Telephone,,,Please call and leave a message to schedule an in-person intake appointment. Calls are confidential and will be returned. Intake location is flexible.,,,,,"In Person

    Phone",,25231,36126
29811,Bankruptcy help desk,Yes,Direct representation,Yes,(312) 341-1070,"Brief services

    Advice",No,Yes,100clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-13:00  Tuesday: Closed Wednesday: 9:00-13:00  Thursday: 9:00-13:00  Friday: 9:00-13:00  Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Washington's Birthday

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Day","Geolocation is 41.875734, -87.625562",Yes,Free to everyone,,,,,,,,,,No,,,Walk-in,,,,,"Clients are seen on a first come, first served basis. Only the first 10 people are served, so please arrive early. When Monday is a court holiday, the help desk is open on Tuesday instead.",,,In Person,,25231,26116
29801,LAF- ADAPT (Advance Directives and Property Transfers),Yes,Direct representation,No,(312) 229-6080,"Extended representation

    Brief services

    Advice",No,No,30clients/cases served per month.,No,Fixed hours,Yes,Sunday: Closed Monday: 8:45-17:00  Tuesday: 8:45-17:00  Wednesday: 8:45-17:00  Thursday: 8:45-17:00  Friday: 8:45-17:00  Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.879623, -87.628479",Yes,Free to eligible persons/entities,,,150%,,,,,,,No,,,"Telephone

    Online through IllinoisLegalAid.org",,,Please call our ADAPT LAF Project hotline at 312-229-6080 and leave a message with your name and number. Someone will return your call within 5 business days.,,,,,"In Person

    Phone",,25231,27106
29791,Client screening unit,Yes,Direct representation,Yes,(312) 341-1070,"Extended representation

    Brief services

    Advice",No,,600clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 8:00-16:30  Tuesday: 8:00-16:30  Wednesday: 8:00-16:30  Thursday: 8:00-16:30  Friday: 8:00-16:30  Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.879623, -87.628479",Yes,Free to eligible persons/entities,,,150%,,,,,,,No,,,"Telephone

    Online through IllinoisLegalAid.org",,,Call early (at 8:00 AM) or apply online for the best chance to get through; book call back to avoid wait times. A limited number of calls are taken daily.,,,3,1,"In Person

    Phone",,25231,27106
29701,Policy Services,Yes,"Policy, impact litigation, support or other",Yes,(312) 263-3830,,,,,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day","Geolocation is 41.879623, -87.628479",Yes,Free to everyone,,,,,,,,,,No,,,,,,,,,,,,,25686,27561
29641,Legal help with eviction defense,Yes,Direct representation,Yes,(309) 827-5021,"Brief services

    Advice",No,Yes,25clients/cases served per month.,No,Fixed hours,Yes,Sunday: Closed Monday: Closed Tuesday: Closed Wednesday: Closed Thursday: 8:45-11:00  Friday: Closed Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day","Geolocation is 40.47558, -89.00472",Yes,Free to eligible persons/entities,,,200%,,,,,,,No,,,Walk-in,,,,,A Prairie State attorney is available at the McLean County Law & Justice Center every Thursday morning to meet with people who have an eviction court date that morning.,,,In Person,,25596,
29631,Bloomington Office - Legal help for seniors,Yes,Direct representation,Yes,(309) 827-5021,Advice,No,,50clients/cases served per month.,Yes,Fixed hours,Yes,"Sunday: Closed Monday: 8:30-12:00 , 13:00-17:00  Tuesday: 8:30-12:00 , 13:00-17:00  Wednesday: 8:30-12:00 , 13:00-17:00  Thursday: 8:30-12:00 , 13:00-17:00  Friday: 8:30-12:00 , 13:00-17:00  Saturday: Closed",,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 40.47558, -89.00472",No,Free to everyone,,,,,,,,,,Yes,a senior (60 years or older),,"Telephone

    Online through IllinoisLegalAid.org",http://pslegal.org/psls-apply-online.asp,,,,,,,"In Person

    Phone",,25596,26206
29611,Kankakee Office - Legal help for people with low or no income,Yes,Direct representation,Yes,(815) 935-2750,"Extended representation

    Brief services

    Advice",No,,100clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 8:30-12:00  Tuesday: 8:30-12:00  Wednesday: 8:30-12:00  Thursday: 8:30-12:00  Friday: 8:30-12:00  Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.113633, -87.860293",Yes,Free to eligible persons/entities,,,200%,,,,,,,No,,,"Telephone

    Online through IllinoisLegalAid.org",,,,,,,,"In Person

    Phone",,25596,26221
29601,Joliet Office - Legal help for people with low or no income,Yes,Direct representation,Yes,(815) 727-5123,"Extended representation

    Brief services

    Advice",No,,100clients/cases served per month.,Yes,Fixed hours,Yes,"Sunday: Closed Monday: 8:30-12:00 , 13:00-17:00  Tuesday: 8:30-12:00 , 13:00-17:00  Wednesday: 8:30-12:00 , 13:00-17:00  Thursday: 8:30-12:00 , 13:00-17:00  Friday: 8:30-12:00 , 13:00-17:00  Saturday: Closed",,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.535383, -88.053442",Yes,Free to eligible persons/entities,,,200%,,,,,,,No,,,"Telephone

    Online through IllinoisLegalAid.org",,,,,,,,"In Person

    Phone",,25596,26216
29596,McHenry Office - Walk-in clinic,No,Direct representation,Yes,(815) 344-9113,"Extended representation

    Brief services

    Advice",No,Yes,50clients/cases served per month.,No,Fixed hours,Yes,Sunday: Closed Monday: Closed Tuesday: 9:00-11:00  Wednesday: Closed Thursday: Closed Friday: Closed Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 42.347392, -88.259759",Yes,Free to eligible persons/entities,,,200%,,,,,,,No,,,Walk-in,,,,,"Walk-ins are accepted Tuesday mornings from 9:00 AM to 11:00 AM. Walk ins are seen on a first come, first served basis so please arrive early.",,,"In Person

    Phone",,25596,26226
29591,McHenry Office - Legal help for people with low or no income,Yes,Direct representation,Yes,(815) 344-9113,"Extended representation

    Brief services

    Advice",No,,100clients/cases served per month.,Yes,Fixed hours,Yes,"Sunday: Closed Monday: 8:30-12:00 , 13:00-17:00  Tuesday: 8:30-12:00 , 13:00-17:00  Wednesday: 8:30-12:00 , 13:00-17:00  Thursday: 8:30-12:00 , 13:00-17:00  Friday: 8:30-12:00 , 13:00-17:00  Saturday: Closed",,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 42.347392, -88.259759",Yes,Free to eligible persons/entities,,,200%,,,,,,,No,,,"Telephone

    Online through IllinoisLegalAid.org",,,,,,,,"In Person

    Phone",,25596,26226
29586,Rock Island Office - Legal help for people with low or no income,Yes,Direct representation,Yes,(309) 794-1328,"Extended representation

    Brief services

    Advice",No,,100clients/cases served per month.,Yes,Fixed hours,Yes,"Sunday: Closed Monday: 8:30-12:00 , 13:00-17:00  Tuesday: 8:30-12:00 , 13:00-17:00  Wednesday: 8:30-12:00 , 13:00-17:00  Thursday: 8:30-12:00 , 13:00-17:00  Friday: 8:30-12:00 , 13:00-17:00  Saturday: Closed",,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.487481, -90.569937",Yes,Free to eligible persons/entities,,,200%,,,,,,,No,,,"Telephone

    Online through IllinoisLegalAid.org",,,,,,,,"In Person

    Phone",,25596,26241
29581,Ottawa Office - Legal help for people with low or no income,Yes,Direct representation,Yes,(815) 434-5903,"Extended representation

    Brief services

    Advice",No,,50clients/cases served per month.,Yes,Fixed hours,Yes,"Sunday: Closed Monday: 8:30-12:00 , 13:00-17:00  Tuesday: 8:30-12:00 , 13:00-17:00  Wednesday: 8:30-12:00 , 13:00-17:00  Thursday: 8:30-12:00 , 13:00-17:00  Friday: 8:30-12:00 , 13:00-17:00  Saturday: Closed",,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.333611, -88.878056",Yes,Free to eligible persons/entities,,,200%,,,,,,,No,,,"Telephone

    Online through IllinoisLegalAid.org",,,,,,,,"In Person

    Phone",,25596,26231
29566,Waukegan Office - Walk-in clinic,No,Direct representation,Yes,(847) 662-6925,"Extended representation

    Brief services

    Advice",No,Yes,25clients/cases served per month.,No,Fixed hours,Yes,Sunday: Closed Monday: Closed Tuesday: Closed Wednesday: 13:00-13:30  Thursday: Closed Friday: Closed Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 42.360907, -87.862378",Yes,Free to eligible persons/entities,,,200%,,,,,,,No,,,Walk-in,,,,,"Walk-ins accepted most Wednesdays at 1:00-1:30pm. Please call ahead to confirm the clinic is available (847-662-6925, press ""0"").",,,"In Person

    Phone",,25596,29391
29561,Waukegan Office - Legal help for people with low or no income,Yes,Direct representation,Yes,(847) 662-6925,"Extended representation

    Brief services

    Advice",No,,90clients/cases served per month.,Yes,Fixed hours,Yes,"Sunday: Closed Monday: 8:30-12:00 , 13:00-17:00  Tuesday: 8:30-12:00 , 13:00-17:00  Wednesday: 8:30-12:00 , 13:00-17:00  Thursday: 8:30-12:00 , 13:00-17:00  Friday: 8:30-12:00 , 13:00-17:00  Saturday: Closed",,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 42.360907, -87.862378",Yes,Free to eligible persons/entities,,,200%,,,,,,,No,,,"Telephone

    Online through IllinoisLegalAid.org",,,,,,,,"In Person

    Phone",,25596,29391
29556,Rockford Office - Legal help for people with low or no income,Yes,Direct representation,Yes,(815) 965-2902,"Extended representation

    Brief services

    Advice

    Mediation and alternative dispute resolution

    Pro bono placement",No,,100clients/cases served per month.,Yes,Fixed hours,Yes,"Sunday: Closed Monday: 8:30-12:00 , 13:00-17:00  Tuesday: 8:30-12:00 , 13:00-17:00  Wednesday: 8:30-12:00 , 13:00-17:00  Thursday: 8:30-12:00 , 13:00-17:00  Friday: 8:30-12:00 , 13:00-17:00  Saturday: Closed",,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 42.299194, -89.130429",Yes,Free to eligible persons/entities,,,200%,,,,,,,No,,,"Telephone

    Online through IllinoisLegalAid.org",,,,,,,,"In Person

    Phone",,25596,26246
29551,Bloomington Office - Legal help with divorce,Yes,Direct representation,Yes,(309) 827-5021,"Extended representation

    Brief services

    Advice",No,,25clients/cases served per month.,No,Fixed hours,Yes,Sunday: Closed Monday: Closed Tuesday: Closed Wednesday: 13:00-17:00  Thursday: Closed Friday: Closed Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 40.47558, -89.00472",Yes,Free to eligible persons/entities,,,200%,,,,,,,No,,,Walk-in,,,,,People seeking divorce may come to our office on Wednesday afternoons to get legal help. Please arrive between 1:00 and 4:00 PM for service.,,,"In Person

    Phone",,25596,26206
29546,Bloomington Office - Legal help for people with low or no income,Yes,Direct representation,Yes,(309) 827-5021,"Extended representation

    Brief services

    Advice

    Mediation and alternative dispute resolution

    Pro bono placement",No,,100clients/cases served per month.,Yes,Fixed hours,Yes,"Sunday: Closed Monday: 8:30-12:00 , 13:00-17:00  Tuesday: 8:30-12:00 , 13:00-17:00  Wednesday: 8:30-12:00 , 13:00-17:00  Thursday: 8:30-12:00 , 13:00-17:00  Friday: 8:30-12:00 , 13:00-17:00  Saturday: Closed",,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 40.47558, -89.00472",Yes,Free to eligible persons/entities,,,200%,,,,,,,No,,,"Telephone

    Online through IllinoisLegalAid.org",http://pslegal.org/psls-apply-online.asp,,You may have to wait on hold to talk to a lawyer; please be patient. Call early for the best chance to get through.,,,,,"In Person

    Phone",,25596,26206
